filename,text,total
8fe71e6458,बेलाहारे राई भाषा,17
ee5391c58a,व्रत गर्ने यथोचित,17
4642206840,खाएर गम्भीर रूपमा,17
e617a829d9,सम्मानित गरिएको छ,17
fcbb442ba7,प्रमुख नदी टिस्टा,17
e52d5ff04a,कम्प्युटर विज्ञान,17
f02a0c8c28,दुखमुक्त हुन सक्छ,17
4628665244,खगोल विज्ञान नामक,17
0e0bea8055,गणेशजी यसको शीघ्र,17
3cd12e4170,कथा व्यथा सुनेनन्,17
8fcafdfc1b,डाटाहरू मेटिन गयो,17
8f972f2ec6,बग्ने एउटा नदी हो,17
3d0d845c7d,भाषा पोर्चुगिज हो,17
8f8108906a,मतदानद्वारा यिनमा,17
8fca3d4a52,नेवारसँगै नेपालका,17
ee21cf5d29,गेहेन्द्र शमशेरको,17
8f96519b84,आधुनिक उपकरणहरूले,17
45cd1a5bff,हाल लुप्त भैसकेको,17
9dd2fff3a3,पाइनुको साथै खनिज,17
9d5d7b516b,त्यस गाउँमा एकजना,17
0e0adc9489,यो समुदायको मुख्य,17
3ccd7d9af3,आर्थिक कमजोरीमाथि,17
45f6db1caf,विद्यालय बनेको हो,17
3d0c62be08,उनकी आमाले ड्यानी,17
0df388d0a2,पाँच वर्षकै कलिलो,17
e5918fa031,नेपालमा साना ठुला,17
ee2d316b02,यस लेखलाई विस्तार,17
9de1a6b0f5,गरेमा मानिसलाई लत,17
022d4c66ed,राक्षस हुन पुग्यो,17
f1b2408a21,मनोरञ्जन उद्योगमा,17
3c54122b6c,मोबाइल नम्बर इमेल,17
9e7835121d,छठ माताको पूजाआजा,17
fd1b6b4e33,कुल सङ्ख्याको योग,17
e5dc6664c0,किसिमको बिरुवा हो,17
9dcf5035bd,हत्याको श्राप दिए,17
9e8a261409,पानीको भन्दा कम छ,17
e613e433db,स्थानमा पुग्नुभयो,17
13ff348942,प्रयोगमा समस्या छ,17
ee07576a2f,हुनाले यहाँ बुद्ध,17
ee5f617f0f,हामी सम्झिरहन्छौँ,17
0debb0c1ea,यो जीवको ह्वेलसँग,17
1402e792fa,प्रयोग गरिने औजार,17
0deba10790,भन्ने विषयमा पढ्न,17
0ca74f8e80,धनुषा जिल्लाको एक,17
8fd5e2bb51,नाममा राहुलाई काल,17
e5d11f7d86,अनुसन्धान र विकास,17
13c0757991,स्वयम् कविशिरोमणि,17
8f87b0fa43,यस संस्थाको मुख्य,17
ee335d512a,भूमि देख्न सकिन्छ,17
9cf96a24b3,भोजन वस्त्र आभूषण,17
0dfdb4566f,जाली भने टालिँदैन,17
8fb0759a1b,भने जाडोमा हुस्सु,17
fcf485dc38,त्यसको विरुद्ध एक,17
3cc98c3a38,दुबै तिर लगाउनुस्,17
8fd5ce8c93,यस विभागको सङ्गठन,17
ee158d94e9,प्राप्त हुने कुरा,17
13fae958e6,आउनाको कारण यसलाई,17
e586ecb511,आठ हजार भन्दा बढी,17
45dc2259ad,यी दुई क्षेत्रबीच,17
8fc647d726,सजिलै चिन्न सक्ने,17
45fbffb802,डाटाहरू मेटिन गयो,17
3cf83dfba7,समेटेको थियो नयाँ,17
9d836887e1,यस प्रतियोगिताबाट,17
e58949e763,उनलाई हवाइजहाजबाट,17
fcf4efb0d0,देव राजा भएका थिए,17
8f8f6a63cf,वेदाङ्ग भएका कारण,17
45c3b238d3,तिम्रो कदर गर्छन्,17
9dda7da552,सञ्चालन गरेका थिए,17
8f8e96afd6,उक्त स्कुलमा पढाए,17
8f8b120774,अटेका लेखहरू मैले,17
9d66970c5c,परिचय पाए सम्बोधन,17
ff710b3e4e,कलवारको जनसङ्ख्या,17
023295620a,तारापुञ्ज हो जहाँ,17
9da2883476,जोगाउन सकिने न हो,17
3cb6635aba,यमहरूलाई जाति देश,17
8fa09b648a,सबै रेकर्ड गर्छन्,17
e5c48cdeef,हवाई राज्यको हवाई,17
0e021bc6ab,टिम अफगानिस्तानको,17
ff7fe2c42a,प्राण नभएको वस्तु,17
9d7abeb3d1,क्षेत्रमा रहेको छ,17
13d2db3c63,यो नदी समुन्द्रमा,17
e5bf699e8d,पुग्नका लागि सायद,17
3cb1356eec,हो जहाँबाट हामीले,17
ee19735ea1,आउने बादलले गर्दा,17
9daa362867,यसको वास्तविकतामा,17
00794066ec,समाजमा आधारित लोक,17
e56fc1faef,सामान्य सापेक्षता,17
ff71f26258,बनेको खोल राखिएको,17
006fe27b4c,मेरो विचारमा थोमस,17
007a5a8c03,अनि हामी पृथ्वीमा,17
f1ab39e69a,व्यवहार अहिंसा हो,17
3cee9949c7,लागि विभाजक हुन्छ,17
e5bef321f5,कार्य हुन्छ भन्ने,17
ee1a9c83a9,सेवा सुरु भइसकेको,17
9d7c572ff8,नयाँ मित्र बनाउने,17
e58409afbf,जनमत सङ्ग्रह गराए,17
0ba57feadc,कार्ड्स अन द टेबल,17
9d4db88382,जमात हुन्छ त्यहाँ,17
45da0d9748,चारवटा गाउँ विकास,17
3aebd10e70,बस्दै आएका नेपाली,17
e5b7c217dd,यसका सम्पादक भैरव,17
e5daba27cf,अन्तको लागि हुन्छ,17
3cff5e0ebc,विशेष परिशिष्टांक,17
47184f29ab,चम्बयाली मन्डयाली,17
f1ac6d38ae,भन्नु चाहिँ पहिले,17
8fa013cdc8,लुनार सिल्भर रङमा,17
45d625a7f4,सिपापोखरे भोटसिपा,17
fd0558e4ad,डडेलधुरा रहन गएको,17
9d95497649,उत्तमाङ्ग भनिएझैं,17
ee1bf5fb97,चौँरीगाईको दुधबाट,17
8fa4e0a429,सूचनाको हकका लागि,17
e5bdb07259,नाङ्गो आँखाले पनि,17
3cf6317390,टिसर्ट बाहिरी तथा,17
e5adb6084f,जिल्लाको फिक्कलमा,17
e5b9053973,विदेशी मात्र होइन,17
8fb625a504,मोटो गर्दन हुनेले,17
8e1f52ce5c,गर्नका लागि मुख्य,17
9d87f918c1,बेदखली अन्त विवाह,17
e5c1255892,धेरै कम रुचि थियो,17
3cdf07ed36,हिँडेर पुगिन्थ्यो,17
13d0d6e0aa,बनाई निजी स्तरबाट,17
0dfeedfc47,यस्ता अधिकारहरूमा,17
8fb205f157,यसका साथै काउलोको,17
3cdbef80d4,झुमा प्रथा भनिन्छ,17
45d9dbced4,वसल्लमको समय देखि,17
9d8c224040,कविका रूपमा मात्र,17
9d959e7b6d,त्यसको कारण बुझ्न,17
8fc49f6e27,एकता अखण्डता एवम्,17
9da9b88154,सम्पादन गरेका थिए,17
3cd7fc5d9f,एमालेको अध्यक्षमा,17
9d6e71c879,चार स्ट्रोकले पछि,17
e5c8915f26,धेरै धुन निकाल्थे,17
023a6ce0f2,शताब्दीयौं पुरानो,17
0ba0872c0d,कहीँ भयानक र घातक,17
3cda6579c9,खासमा ढुकुटी अवैध,17
0e05176c39,भव्य रूपले मनाउने,17
3d0274ca14,साङ्ख्य योग न्याय,17
3cd980f82a,यो अत्यन्त आवश्यक,17
f1a825f94d,सबैभन्दा पछि परेँ,17
e5a351740c,तपाईँले यो सन्देश,17
0cb8486b96,पहाड तराई झल्किने,17
fcf222a51a,यस प्रकारको रोगमा,17
9e6a6af54d,उनले आफ्नो परिवार,17
e5f2b3c890,इन्द्रेश्वर शिवको,17
006f4f5394,गत भदौमा जगदीशपुर,17
3c86df41b0,धारादेखि तीन हजार,17
9d02310097,नलगाइए यो फाइललाई,17
fcc5e27d1f,त्यही घरलाई आफ्नो,17
3d01b7fb44,अधिकार रहेको थियो,17
e54180e4b6,यहाँ आउने आकस्मिक,17
ee51e75c2f,खेर फालिरहेका छौँ,17
8ffa52132b,टाइम किपरको मुख्य,17
9d4c6503dd,लगाएमा केही समयमा,17
e5f56182ef,स्वरूप घटित हुन्छ,17
e5f960ba51,मूर्त रूपहरू हुन्,17
9e4eceaa60,पनि उजागर गरेको छ,17
f015399c29,तपाईँलाई स्वागत छ,17
8f5e121b24,थियो पछि विस्तारै,17
0df398f827,सन्देश पठाइन्थ्यो,17
3ce0ed4261,आफूलाई हराउनु छैन,17
14058142f8,जोरको हत्या गरियो,17
140615080b,ती बट्टाहरूलाई नै,17
14399c1f20,यदि हानि नोक्सानी,17
0c9c0ac064,जानकारी दिएका थिए,17
ee44583bab,बघिनीले के खान्छे,17
142bd8782b,शासनको अधीनमा गयो,17
13aeddfec7,एक वकिल र राजनेता,17
9d0f4fb998,हेक्टर वन क्षेत्र,17
e5495961e6,स्थानको चुनाव पनि,17
e5440b18e6,रूपमा उहाँ चर्चित,17
9e4ba93d42,उजागर गर्नका लागि,17
fd106deb73,हरियो हुने हुनाले,17
fd0f46abcd,आएको आगन्तुक शब्द,17
e5f68acabe,समयमा र उसपछि पनि,17
3d381fcf65,धेरै लगाव राख्छन्,17
3d35dd01e2,रक्षाको एक नीतिका,17
3c8aac585e,शर्माको जन्म इलाम,17
edfdb61126,गर्ने योजना बनायो,17
edfe05f6ea,यो मार्च महिनाभरि,17
3c8f33f763,चारखोला भनिन्थ्यो,17
13b0315375,प्रेस्ट नर्थ इन्ड,17
ee436c68c8,जनताको अगाडि राखे,17
9e35fe90e5,कामचलाउ बनेर मेरा,17
45b12a7409,चलचित्र अभिनेत्री,17
3c90d4ac1c,भैरवनाथको मुहारमा,17
ee45d52bc2,बनाएकोमा म हजुरको,17
8f63db3586,अपलोड गर्न खोजेको,17
0e16d84c89,एक अनुमानका किशोर,17
13ad48398d,किलो ग्राम भारलाई,17
9e25ffc684,फलफुल बजारका लागि,17
ee4954063f,डन्डीफोरको घाउलाई,17
0ba5b5e7c4,अमेरिका आदि देशको,17
0e15548a54,बौद्ध गुम्बाहरूमा,17
006bee0ec1,भूमि देख्न सकिन्छ,17
ee4e9dc8dd,हो भनेर बुझ्न पनि,17
9e5a8bf56f,ढुङ्गाको संरचनामा,17
8ffa44612a,राम्रो क्षेत्र हो,17
e5f8e94581,अशोक राजपथ टेम्पो,17
0e15937d8b,फलादेश घोषणा गर्न,17
3c6f903fb1,भनेर विश्वस्त छौँ,17
13ab7e7249,पूर्ति होस् भन्ने,17
0de05a4d78,साक्षत रूप किराँत,17
8f5c82989d,लगायतका जिल्लाबाट,17
8ffdc0719c,त्यसपछि ती ठाउँमा,17
9e5ccadaf4,बेला भएको चुनावमा,17
8f57d62c0a,कृषिमै आधारित छन्,17
3c70f2c495,उनी कति शक्तिशाली,17
edfbece265,शेष रूपैयाँ सडकको,17
3d3fc9b7bf,ऐतिहासिक प्रमाण छ,17
143265c843,यसको कलिलो मुन्टा,17
143256c5bc,यसरी टाढाबाट राजा,17
3c7f749748,हामी हाम्रो आफ्नै,17
3c8e6da0f5,नामक हृवेल माछाको,17
9e62e9bd70,भ्रूण हत्याको खबर,17
14328e9bb6,सन्देश दिने खालका,17
0e175c91f0,कार्यक्रमको अतिथि,17
e547fd5445,एक महिनापछि मात्र,17
9cfb9b50c1,मेरो विचारलाई गौर,17
e553ba0ae5,दिँदैनन् र उनीहरू,17
edfc8d1dd4,जुन आँखा सम्बन्धी,17
025e0040a0,त्यस स्कुलको पढाइ,17
13aa1f7d0d,घरजग्गा दान पाएका,17
3d1c55eccd,राम्रो गर्छ भन्ने,17
9e54dd830c,भन्ने पनि सुनिन्छ,17
9e5a034660,दिँदा प्रतिफल पनि,17
9d03687942,गेनिथ पाल्ट्रो एक,17
3c7f1d3077,एकमत भएको देखिन्छ,17
3c7eaab2f7,नाम एड्सन अरान्ते,17
3d3cfb58f9,नगरको मुख्य मार्ग,17
9d1f48c87c,सूचीमा आएको हुन्छ,17
0d3037e307,त्यो अक्षता ग्रहण,17
a25c76862c,माओवादीको शसस्त्र,17
efe753c4d9,मैले त्यस पृष्ठमा,17
e55d3073f4,अभिव्यक्ति भएको छ,17
efe342aaf4,चर्चित नेपाली गीत,17
0de8c0064d,यहाँको नित्य पूजा,17
0ca9d3f7fb,स्थायी क्षेत्र हो,17
4723c78507,चन्द्रमा सुन्दरता,17
3d16ad12da,उनलाई जुन धार्मिक,17
1416d95b74,चलाखी देखाएका थिए,17
1561c87c33,सीएनएन टेलिभिजनले,17
3d1793947f,शाहको समयमा पोखरा,17
8f80a67435,एउटा स्पष्ट बलियो,17
8dd399af4d,खगोलशास्त्रअनुसार,17
ee367d4034,आफूलाई भोटे भनेको,17
9d37af36ce,त्यस्तै पानी जुका,17
3d280525b7,सबैभन्दा पहिले नौ,17
9e032e97d1,यस नक्षत्रमा जन्म,17
3cade89909,भई आएका शब्दहरूमा,17
8f731e3f3b,गहिरो दुःख व्यक्त,17
9e08036673,त्यस्तै पानी जुका,17
9d36f12f1a,जसमा पहिले देखिका,17
3d213e114b,धेरै परिवर्तन पाए,17
0c9ef44204,रोग निवारण वशीकरण,17
fd08493f11,अवधिको बेला बच्चन,17
1416d91e34,गर्छ म्याउँम्याउँ,17
9e1ea71cc1,प्रयास गरिरहन्छन्,17
ec05644e48,प्रसारण भएको थियो,17
fcd1af759c,भर्ना गरिएको थियो,17
1418ef6aa9,प्रमुख पात्र हुन्,17
97b38bc533,लुगा फुकाल्दै बसे,17
ee402c3cb9,तपाईँको उत्तर दिन,17
9d8eedb4bc,प्रवेश गरेको केही,17
e98abbd94a,लेखमा खण्डहरू फरक,17
8fefe0854d,जसमा केहि शब्दहरू,17
8fefacc18d,ओर्नेक टिमका लागि,17
113ffeed06,जसले आफ्नो छोराको,17
3d19926354,शाखा दक्षिण स्पेन,17
f19ed13b3f,पछि निरस्त गरिन्छ,17
e574e72106,सर्वप्रथम कुरो कि,17
0e0caf0e2c,तर खाली लेखहरूलाई,17
e574d290d3,राजेश सिद्धि हुन्,17
4606f804d9,विद्रोही नेता तथा,17
f1bac96b18,अठोट गरेका प्रमुख,17
8fe9a064a1,यसबाट निम्न मुडमा,17
3ca4bdd559,भारतको नागरिकता छ,17
9e097bde3e,ईसालाई अर्पित गरे,17
8f747b2422,नेपाल मण्डलमा दुई,17
8f6a401a7a,भित्रिने पर्यटकको,17
ee37d1d10c,प्राचीन कालमा पेङ,17
8dd7c6d847,अत्यन्त प्राचीन छ,17
13bbdbbe30,स्थित जान्नु पर्छ,17
9d26fcf451,उच्च जनसङ्ख्या दर,17
3cbb5da7cf,स्टार्च तथा अर्को,17
472ad801f7,बालकृष्णले भने यो,17
13ba9c7545,अलग व्यवस्था भएको,17
8f67880c39,मेला आयोजित हुन्छ,17
45c178e897,भैगए पनि प्रवासमा,17
f0b9f648b7,न्यु साउथ वेल्सको,17
e55de401da,संस्थाका नामले यस,17
3d2198ef03,कसेर चौबन्दी चोली,17
9d2c4669e2,यस कार्यमा यहाँको,17
e5638f684e,सभापतिको कार्यकाल,17
9d324d30fc,मिडियामा काम गर्न,17
14161e0722,स्थापना गरिएको हो,17
0b9d0561f3,नेपालीमा के हुन्छ,17
8f6d572990,सोभन्दा बढी पातलो,17
8fed4d92fb,तपाईँले नयाँ खाता,17
46135eb227,फाउन्डेसन दि ओल्ड,17
a13a8b01e3,मिलेर लासलाई उँचो,17
3ab8d2c5ee,सही किसिमको योजना,17
8dda1ba6f1,यी सबै चलचित्रहरू,17
9d40c977e3,हुने र गर्न नहुने,17
f031901b70,दुःख मान्दै सापको,17
9e2078e7fb,भरिन्छ र बच्चालाई,17
a13a7a83aa,गर्ने योजना बनायो,17
02557b4690,कालीखुट्टे जलरङ्क,17
3cb8fbd2e5,गर्नु नबुझेर होइन,17
e556a71853,बोकेर घर फर्कन्थे,17
155df9e1d3,आफ्ना केही वा सबै,17
3abcc77fb1,केही गर्नु पर्दैन,17
9e2381ed2c,जाग्रत पत्रिका एक,17
155ba9dede,महारत प्राप्त गरे,17
8dd46e4cc9,जानकी मन्दिर मुगल,17
e362ea06df,तिब्‍बतबाट आफूसँग,17
9e2537bac9,दुई वर्षकै उमेरमा,17
4723929f94,के डी प्रधान बी ए,17
e502ef55a8,आफूलाई पढाउने भने,17
472e8d13e2,जिल्लाको पुरा भाग,17
fc427cc8b8,समस्या देखिन सक्छ,17
3ab56b3e9d,इन्धन कोशिकाहरूको,17
8dd337a804,मेक्सिको पश्चिममा,17
8dad506834,प्रमुख सचेतक समेत,17
e332de4387,आफ्ना पिताका अनेक,17
154cde3be3,महसुल तिर्न जाँदा,17
8dad491bc9,चन्द्र बसु ब्रह्म,17
8dde633f3e,विकासको प्रोजेक्ट,17
e377c623cf,लागि पुसमा बेर्ना,17
e3403ca2f2,यस सङ्कटबारे थाहा,17
154d38c46c,राजा इन्द्र पनौती,17
a1227fe6a5,यी जातिहरुमा घाटु,17
e355cc9b51,डडेलधुरा बजार जुन,17
3aca4356bd,यस मन्दिरमा रहेको,17
ef32708135,पूजा गर्ने गर्छन्,17
a13f6a1f90,त्यो घटनाले गर्दा,17
a129112ca8,उनको हँसाउने पारा,17
0b7052b4e2,देखिने सेतो खालको,17
3aadfc0282,आक्रमण जस्तै भएको,17
e3557e2f5a,नभई जस्ताको तस्तै,17
ef3f9a9489,राई एरिया समितिको,17
a138f1f718,ढकालद्वारा भएको छ,17
e367d547ab,गरेपछि सुरू हुन्छ,17
e36c2b5bce,क्षतिपूर्ति पाउँछ,17
e3767bcd66,निमित्त मात्र हौँ,17
4721ce4410,रूपमा चिनिन्छ भने,17
ef4fc12969,यस्तो गरिएको थियो,17
472fb45b06,मतमा यिनको पिताको,17
154ffcd5e5,तमिलनाडु डा एम जी,17
3ac2d00009,फिलिपका नेतृत्वमा,17
15c3ab988c,पृष्ठ बनाउनु पर्छ,17
1575a5d2fb,सुरक्षित गरिएको छ,17
471f5edbbb,उल्लेखनीय रहेको छ,17
a20d1cdb5d,र त्यसमा किङ जर्ज,17
473ee7d2b9,संसारबाट नियाल्दा,17
1552c4cbf7,प्राप्त गरेका थिए,17
8dad4210aa,उत्तरी राजस्थानमा,17
155146d0fb,मनतातो पानी पिउने,17
a112e24807,वित्तल पार्न थाले,17
a133111685,अधिपति अर्जुन थिए,17
e33f311f47,चर्चको प्रमुख तथा,17
e372b28c58,आकर्षण निश्चय पनि,17
8db4ddd857,उनले रहस्यमय गुफा,17
1552d200a8,यसको प्रयोग हुन्छ,17
1576610c4e,हत्याको आरोप लगाए,17
8dced94825,सुनमा सुगन्ध थप्छ,17
1563c0d7bd,जितिया पर्वमा चिल,17
fc47f813ce,समेत प्राप्त गर्न,17
8ddcf0c87d,रहेको यस जिल्लाको,17
e333339b66,जुन आजसम्म कायम छ,17
3acb7e608b,पनि कम्मरमा पटुकी,17
e3472e0876,तै पनि कहिलेकाहिँ,17
1573b3af97,कुनै पनि ज्ञानलाई,17
3a88b6bf65,छोरा रघु बारम्बार,17
ef478e82fb,खेलहरू जस्तै पौडी,17
ef4ee9a412,चम्किला तारा बनेर,17
8db012bc12,जोडिएको यस मेलामा,17
a153cce593,छठ माताको पूजाआजा,17
0b6d60920d,यसमा जीवनका समस्त,17
0d17fed6e0,पनि स्पष्ठ प्रमाण,17
8dcbcf09c8,सहयोग पाउने आशामा,17
3aa56f7cb2,पल्ट पिजिए प्लेयर,17
157a2d063d,यसलाई अङ्ग्रेजीमा,17
001573a8c1,हिक्मतजी तपाईँलाई,17
157a7178f0,गरिएको थियो र पछि,17
3a8a0f6090,राजा पिरोलिरहन्थे,17
fc396982c7,चलाउन छाडेको छुइन,17
ef549cfe04,लमहीमा गोली चल्दा,17
0d16cb6d6d,उनी दरभङ्गा बिहार,17
e33fa36a93,उनको मनपर्दो थियो,17
a14d6ad873,यहाँ धेरै प्राचीन,17
3a99319882,साहिँली हुनुहुन्छ,17
8dbee82832,यथेष्ट मात्रामा छ,17
a14cdfd518,संलग्न हुने गरेको,17
4742b03c99,एउटा उच्च चबुतरमा,17
ef32474f90,बाँकी पढाइका लागि,17
3aa3e83187,पृष्ठको नाम बदलेर,17
a17e77e140,भए सुझाव दिनुहोला,17
1579652b7c,हालैमा सुन्न आएका,17
8dc6b8fcec,ट्विटर वा चिर्विर,17
a161cc808d,त्यसको साथमा कछाड,17
8db2d68ddd,छोडि छल्दी फाँटमा,17
3a8c58d69d,किनकी विकिको नियम,17
ffec2b5674,पाइनुको साथै खनिज,17
3a8b40f4eb,लेखिएको पाइन्छ तर,17
fc3ecf3874,बाँकी खेल्ने पालो,17
156c02f733,यस गाविसमा कुरिलो,17
e35129f073,विवाहमा उनका काका,17
a14bc6bfcc,गीत प्रतियोगितामा,17
a15285dd26,टिट्वान्टीका लागि,17
8dc52c2e0f,झिँगटीले छाइएको छ,17
0ccc987085,यो प्राचीन भारतमा,17
3ca4aae7ef,खामका बाहिर पीठमा,17
ee3b469241,पृष्ठमा एक सन्देश,17
0d4fac4532,राम्रो हृदय हुन्छ,17
a0c9c4df8d,हाँसो जोडदार रङ्ग,17
ffde42b014,टनिकको रूपमा यसको,17
3afedf067f,योगदान दिनको लागि,17
3b175fcbb1,जसको नाम दण्डपाणी,17
a0a57c72fb,सर्वाधिक स्कोर हो,17
f1e743da52,एउटा गतिपरक योगका,17
46fa62c97c,जङ्गल क्षेत्र छन्,17
ef29a96d75,सप्तरीमा माध्यमिक,17
a07f26a4c7,म फ्रान्समा बस्छु,17
f1e9fe6d7c,सभासद श्रेष्ठ हाल,17
3af87e3ee5,उनी राजनीतिमा पनि,17
ef03f1b473,सोच्दै रहेँ रातमा,17
e3b1c9597f,मार्गमा अवस्थित छ,17
a0aa947912,गरी जम्मा रहेको छ,17
e3b2f3ed80,त्यस क्षेत्रमा नै,17
8e130d18bb,बजार सो क्षेत्रको,17
a07c63f27c,समुद्री सतहबाट एक,17
e3b6c1d629,चित्र जेनेटिक मैप,17
